model,Product Description,Product Code (SKU),Categories,Price ($),Status,Hub Diameter,Hub Thickness,Shaft Diameter,Weight,diameter_in,pitch_in,Diameter (METERS),Pitch (-),Color,UPC Code,Product Weight (NOT for Shipping Calculations) (LBS) ,mass_g,manufacturer,price_usd,url,id,Weight (KG),Ct_static,Cp_static,BETA,J,V,Pe,ct,cp,PWR_Hp,Torque_In-Lbf,Thrust_Lbf,Ct*,Cp*,Dominated,J_adv-ratio,V_mph,Efficiency,diam_diff,mass_score,score
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1370,,,,0.423076923,,,,0.0424,0.0254,0.381,2.998,2.432,0.044129572,0.027878521,,0.46,44.9,0.7644,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1369,,,,0.423076923,,,,0.0467,0.027,0.405,3.191,2.677,0.049883135,0.030114929,,0.43,42.6,0.7511,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1368,,,,0.423076923,,,,0.0509,0.0285,0.427,3.367,2.916,0.053590174,0.031482367,,0.41,40.4,0.7345,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1367,,,,0.423076923,,,,0.0549,0.0298,0.448,3.526,3.149,0.057193099,0.032751006,,0.39,38.1,0.7153,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1366,,,,0.423076923,,,,0.0589,0.031,0.466,3.668,3.375,0.0606909,0.033920844,,0.37,35.9,0.6936,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1365,,,,0.423076923,,,,0.0627,0.0321,0.482,3.797,3.595,0.065738284,0.035490352,,0.34,33.6,0.6691,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_2035,,,,0.346153846,,,,0.0168,0.0123,0.185,1.454,0.965,0.017091195,0.013441991,,0.5,49.1,0.6852,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1363,,,,0.423076923,,,,0.0701,0.034,0.509,4.014,4.018,0.072090769,0.037237229,,0.3,29.2,0.6131,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1362,,,,0.423076923,,,,0.0736,0.0347,0.521,4.105,4.221,0.076567694,0.038288037,,0.27,26.9,0.5814,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1361,,,,0.423076923,,,,0.0771,0.0354,0.532,4.189,4.419,0.079413542,0.038865075,,0.25,24.7,0.5467,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1360,,,,0.423076923,,,,0.0804,0.0361,0.541,4.266,4.607,0.082147196,0.039343314,,0.23,22.4,0.5089,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1359,,,,0.423076923,,,,0.0835,0.0367,0.551,4.338,4.787,0.084767646,0.039722752,,0.21,20.2,0.468,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1358,,,,0.423076923,,,,0.0865,0.0373,0.56,4.41,4.958,0.088483857,0.04010666,,0.18,17.9,0.4238,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1357,,,,0.423076923,,,,0.0893,0.038,0.57,4.487,5.119,0.09081688,0.040239098,,0.16,15.7,0.3762,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1356,,,,0.423076923,,,,0.0919,0.0387,0.581,4.574,5.269,0.093033166,0.040272737,,0.14,13.5,0.3256,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1355,,,,0.423076923,,,,0.0943,0.0396,0.594,4.678,5.408,0.096136501,0.040137944,,0.11,11.2,0.2724,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1354,,,,0.423076923,,,,0.0965,0.0405,0.608,4.792,5.535,0.098056522,0.039924583,,0.09,9.0,0.2177,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1353,,,,0.423076923,,,,0.0985,0.0416,0.623,4.91,5.647,0.099856271,0.039612421,,0.07,6.7,0.1626,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1352,,,,0.423076923,,,,0.1002,0.0426,0.639,5.035,5.746,0.101534737,0.03920146,,0.05,4.5,0.1076,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1351,,,,0.423076923,,,,0.1017,0.0437,0.655,5.164,5.833,0.103822821,0.038399767,,0.02,2.2,0.0532,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1350,,,,0.423076923,,,,0.1031,0.0448,0.672,5.295,5.912,0.105193662,0.037741806,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1349,,,,0.423076923,,,,0.0,0.0056,0.056,0.506,0.0,9.56e-05,0.007288137,,0.66,56.8,0.0001,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1348,,,,0.423076923,,,,0.005,0.008,0.08,0.724,0.219,0.004927392,0.009791775,,0.64,54.9,0.3983,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1347,,,,0.423076923,,,,0.0099,0.0105,0.105,0.948,0.435,0.009666656,0.012196614,,0.62,52.9,0.5829,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1346,,,,0.423076923,,,,0.0148,0.0129,0.13,1.171,0.649,0.016599905,0.015618621,,0.59,50.9,0.6778,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1345,,,,0.423076923,,,,0.0196,0.0153,0.154,1.388,0.859,0.0211035,0.01777646,,0.57,49.0,0.7282,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1344,,,,0.423076923,,,,0.0243,0.0177,0.178,1.599,1.067,0.02551106,0.019835498,,0.55,47.0,0.7536,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1343,,,,0.423076923,,,,0.029,0.0199,0.2,1.8,1.271,0.031940126,0.022738806,,0.52,45.1,0.7642,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1342,,,,0.423076923,,,,0.0335,0.022,0.221,1.987,1.471,0.036103181,0.024550844,,0.5,43.1,0.7662,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1341,,,,0.423076923,,,,0.038,0.0239,0.24,2.16,1.666,0.040166666,0.026264083,,0.48,41.1,0.7622,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1340,,,,0.423076923,,,,0.0423,0.0256,0.257,2.317,1.857,0.044129572,0.027878521,,0.46,39.2,0.7541,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1339,,,,0.423076923,,,,0.0465,0.0272,0.273,2.461,2.042,0.049883135,0.030114929,,0.43,37.2,0.7417,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1338,,,,0.423076923,,,,0.0506,0.0286,0.288,2.592,2.222,0.053590174,0.031482367,,0.41,35.3,0.726,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1337,,,,0.423076923,,,,0.0546,0.0299,0.301,2.709,2.398,0.057193099,0.032751006,,0.39,33.3,0.7077,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1336,,,,0.423076923,,,,0.0585,0.0311,0.313,2.815,2.569,0.0606909,0.033920844,,0.37,31.4,0.6869,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1335,,,,0.423076923,,,,0.0623,0.0322,0.323,2.911,2.736,0.065738284,0.035490352,,0.34,29.4,0.6632,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1334,,,,0.423076923,,,,0.066,0.0331,0.333,2.997,2.898,0.068968856,0.03641319,,0.32,27.4,0.637,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1333,,,,0.423076923,,,,0.0696,0.034,0.341,3.072,3.056,0.072090769,0.037237229,,0.3,25.5,0.6084,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1332,,,,0.423076923,,,,0.0731,0.0347,0.349,3.139,3.21,0.076567694,0.038288037,,0.27,23.5,0.5773,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1331,,,,0.423076923,,,,0.0765,0.0354,0.355,3.199,3.359,0.079413542,0.038865075,,0.25,21.6,0.5433,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1330,,,,0.423076923,,,,0.0798,0.0359,0.361,3.252,3.501,0.082147196,0.039343314,,0.23,19.6,0.5064,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1329,,,,0.423076923,,,,0.0828,0.0365,0.366,3.299,3.636,0.084767646,0.039722752,,0.21,17.6,0.4667,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1328,,,,0.423076923,,,,0.0857,0.0369,0.371,3.342,3.763,0.088483857,0.04010666,,0.18,15.7,0.4238,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1327,,,,0.423076923,,,,0.0885,0.0374,0.376,3.384,3.883,0.09081688,0.040239098,,0.16,13.7,0.3779,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1326,,,,0.423076923,,,,0.091,0.0379,0.381,3.427,3.995,0.093033166,0.040272737,,0.14,11.8,0.3291,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1325,,,,0.423076923,,,,0.0933,0.0384,0.386,3.473,4.098,0.096136501,0.040137944,,0.11,9.8,0.2775,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1324,,,,0.423076923,,,,0.0955,0.0389,0.391,3.523,4.191,0.098056522,0.039924583,,0.09,7.8,0.2239,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1323,,,,0.423076923,,,,0.0974,0.0395,0.397,3.572,4.275,0.099856271,0.039612421,,0.07,5.9,0.1689,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1322,,,,0.423076923,,,,0.0991,0.04,0.402,3.62,4.349,0.101534737,0.03920146,,0.05,3.9,0.113,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1321,,,,0.423076923,,,,0.1005,0.0405,0.407,3.668,4.413,0.103822821,0.038399767,,0.02,2.0,0.0566,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1320,,,,0.423076923,,,,0.1019,0.0411,0.413,3.716,4.472,0.105193662,0.037741806,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1319,,,,0.423076923,,,,0.0,0.0058,0.037,0.384,0.0,9.56e-05,0.007288137,,0.66,48.7,0.0006,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1318,,,,0.423076923,,,,0.005,0.0082,0.052,0.547,0.162,0.004927392,0.009791775,,0.64,47.0,0.3907,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1317,,,,0.423076923,,,,0.01,0.0107,0.068,0.714,0.322,0.009666656,0.012196614,,0.62,45.3,0.5729,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1316,,,,0.423076923,,,,0.0149,0.0132,0.084,0.88,0.479,0.016599905,0.015618621,,0.59,43.7,0.666,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1315,,,,0.423076923,,,,0.0197,0.0157,0.099,1.043,0.634,0.0211035,0.01777646,,0.57,42.0,0.7146,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1314,,,,0.423076923,,,,0.0244,0.0181,0.114,1.2,0.786,0.02551106,0.019835498,,0.55,40.3,0.7393,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1313,,,,0.423076923,,,,0.029,0.0203,0.128,1.347,0.934,0.031940126,0.022738806,,0.52,38.6,0.7502,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1312,,,,0.423076923,,,,0.0335,0.0223,0.141,1.484,1.079,0.036103181,0.024550844,,0.5,36.9,0.7529,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1311,,,,0.423076923,,,,0.0379,0.0242,0.153,1.608,1.221,0.040166666,0.026264083,,0.48,35.3,0.7499,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1310,,,,0.423076923,,,,0.0421,0.0259,0.164,1.721,1.359,0.044129572,0.027878521,,0.46,33.6,0.7429,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1309,,,,0.423076923,,,,0.0463,0.0275,0.174,1.825,1.493,0.049883135,0.030114929,,0.43,31.9,0.7315,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1308,,,,0.423076923,,,,0.0504,0.0289,0.183,1.92,1.625,0.053590174,0.031482367,,0.41,30.2,0.7168,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1307,,,,0.423076923,,,,0.0543,0.0301,0.191,2.004,1.753,0.057193099,0.032751006,,0.39,28.5,0.6994,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1306,,,,0.423076923,,,,0.0582,0.0313,0.198,2.08,1.878,0.0606909,0.033920844,,0.37,26.9,0.6795,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1305,,,,0.423076923,,,,0.062,0.0323,0.205,2.148,1.999,0.065738284,0.035490352,,0.34,25.2,0.6567,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1304,,,,0.423076923,,,,0.0657,0.0332,0.21,2.21,2.118,0.068968856,0.03641319,,0.32,23.5,0.6312,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1303,,,,0.423076923,,,,0.0692,0.034,0.215,2.263,2.233,0.072090769,0.037237229,,0.3,21.8,0.6033,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1302,,,,0.423076923,,,,0.0727,0.0348,0.22,2.311,2.345,0.076567694,0.038288037,,0.27,20.2,0.5728,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1301,,,,0.423076923,,,,0.076,0.0354,0.224,2.352,2.453,0.079413542,0.038865075,,0.25,18.5,0.5397,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1300,,,,0.423076923,,,,0.0792,0.0359,0.227,2.386,2.555,0.082147196,0.039343314,,0.23,16.8,0.5038,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1299,,,,0.423076923,,,,0.0822,0.0363,0.23,2.413,2.652,0.084767646,0.039722752,,0.21,15.1,0.4653,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1298,,,,0.423076923,,,,0.0851,0.0366,0.232,2.435,2.743,0.088483857,0.04010666,,0.18,13.4,0.424,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1297,,,,0.423076923,,,,0.0877,0.0369,0.233,2.452,2.829,0.09081688,0.040239098,,0.16,11.8,0.3799,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1296,,,,0.423076923,,,,0.0902,0.0371,0.235,2.465,2.908,0.093033166,0.040272737,,0.14,10.1,0.333,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1295,,,,0.423076923,,,,0.0924,0.0372,0.236,2.475,2.981,0.096136501,0.040137944,,0.11,8.4,0.2833,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1294,,,,0.423076923,,,,0.0945,0.0373,0.236,2.482,3.047,0.098056522,0.039924583,,0.09,6.7,0.231,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1293,,,,0.423076923,,,,0.0963,0.0374,0.237,2.486,3.107,0.099856271,0.039612421,,0.07,5.0,0.1764,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1292,,,,0.423076923,,,,0.098,0.0374,0.237,2.485,3.159,0.101534737,0.03920146,,0.05,3.4,0.1196,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1291,,,,0.423076923,,,,0.0994,0.0373,0.236,2.481,3.205,0.103822821,0.038399767,,0.02,1.7,0.0608,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1290,,,,0.423076923,,,,0.1007,0.0372,0.236,2.475,3.246,0.105193662,0.037741806,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1289,,,,0.423076923,,,,0.0,0.0059,0.022,0.273,0.0,9.56e-05,0.007288137,,0.66,40.7,0.0001,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1288,,,,0.423076923,,,,0.005,0.0084,0.031,0.388,0.112,0.004927392,0.009791775,,0.64,39.3,0.3808,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1287,,,,0.423076923,,,,0.0099,0.011,0.04,0.506,0.222,0.009666656,0.012196614,,0.62,37.9,0.559,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1286,,,,0.423076923,,,,0.0148,0.0135,0.05,0.624,0.331,0.016599905,0.015618621,,0.59,36.5,0.6492,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1285,,,,0.423076923,,,,0.0195,0.016,0.059,0.741,0.437,0.0211035,0.01777646,,0.57,35.1,0.6956,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1284,,,,0.423076923,,,,0.0242,0.0185,0.068,0.852,0.542,0.02551106,0.019835498,,0.55,33.7,0.7199,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1283,,,,0.423076923,,,,0.0288,0.0207,0.076,0.956,0.645,0.029821576,0.021795737,,0.53,32.3,0.7312,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1282,,,,0.423076923,,,,0.0333,0.0228,0.083,1.052,0.745,0.036103181,0.024550844,,0.5,30.9,0.7343,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1281,,,,0.423076923,,,,0.0376,0.0247,0.09,1.139,0.842,0.040166666,0.026264083,,0.48,29.5,0.732,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1280,,,,0.423076923,,,,0.0419,0.0264,0.097,1.218,0.938,0.044129572,0.027878521,,0.46,28.1,0.7259,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1279,,,,0.423076923,,,,0.046,0.028,0.102,1.29,1.031,0.049883135,0.030114929,,0.43,26.7,0.7156,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1278,,,,0.423076923,,,,0.0501,0.0294,0.108,1.356,1.122,0.053590174,0.031482367,,0.41,25.2,0.7021,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1277,,,,0.423076923,,,,0.0541,0.0306,0.112,1.415,1.211,0.057193099,0.032751006,,0.39,23.8,0.686,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1276,,,,0.423076923,,,,0.0579,0.0318,0.116,1.466,1.297,0.0606909,0.033920844,,0.37,22.4,0.6674,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1275,,,,0.423076923,,,,0.0617,0.0328,0.12,1.513,1.382,0.065738284,0.035490352,,0.34,21.0,0.6458,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1274,,,,0.423076923,,,,0.0654,0.0337,0.123,1.555,1.464,0.068968856,0.03641319,,0.32,19.6,0.6214,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1273,,,,0.423076923,,,,0.0689,0.0345,0.126,1.591,1.543,0.072090769,0.037237229,,0.3,18.2,0.5947,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1272,,,,0.423076923,,,,0.0723,0.0351,0.129,1.621,1.62,0.076567694,0.038288037,,0.27,16.8,0.5653,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1271,,,,0.423076923,,,,0.0757,0.0357,0.131,1.648,1.694,0.079413542,0.038865075,,0.25,15.4,0.5333,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1270,,,,0.423076923,,,,0.0788,0.0361,0.132,1.669,1.765,0.082147196,0.039343314,,0.23,14.0,0.4986,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,5.499999999,,,,,,15.0,APC MR,10.0,,prop_1269,,,,0.423076923,,,,0.0818,0.0365,0.134,1.684,1.831,0.084767646,0.039722752,,0.21,12.6,0.4613,1.4337567086648306,0.12386457473162676,0.737159372419488
